model;question;answer;similarity_score
dbmdz/bert-base-turkish-cased;Gerçeklerin ve konunun bir listesi verildiğinde, bir paragraf oluşturun.  Konu: Yapay Zeka Gerçekler: - Yapay zeka, iş operasyonlarının mihenk taşı haline geldi - Yapay zeka, süreçleri optimize etmek için etkili bir araçtır;Sahtekarlık sendromu, kişinin kendi alanında başarıya ulaşmış olmasına rağmen kendini sahtekar gibi hissetmesi veya başkalarına boy gösterememesidir. Kendinden şüphe duyma, başarısızlık korkusu ve başarıdan kaçınma duyguları ile karakterizedir. Sahtekarlık sendromuna sahip kişiler başarılarını küçümseyebilir, dış etkenlere ve başarısızlıklarını yetersizliklerine veya zeka eksikliğine bağlayabilirler.;0.6851276
dbmdz/bert-base-turkish-cased;Belirli bir durumun avantajlarını ve dezavantajlarını analiz edin.  Evden çalışmak;AI hızla büyüdü ve sağlık, finans ve üretim gibi alanlarda birçok potansiyel uygulamaya sahip. AI, büyük hacimli verileri işleyebilir, analiz edebilir ve kullanabilir ve hizmet olarak yazılım gibi araçlar sayesinde giderek daha erişilebilir hale geliyor. Yakın gelecekte birçok endüstride devrim yaratması muhtemeldir.;0.56648207
dbmdz/bert-base-turkish-cased;Bu hikayenin sonunu yaratın Adam, sağa mı sola mı gideceğine karar vermeye çalışırken, birdenbire kendisine seslenen bir ses duydu.;Öğrenmekten zevk alıyorum.;0.49864015
dbmdz/bert-base-turkish-cased;18 yaşına giren biri için bir doğum günü kartı oluşturun.;SQL veritabanları, veri işleme ve alma için Yapılandırılmış Sorgu Dili (SQL) kullanan ilişkisel veritabanlarıdır. SQL veritabanları geleneksel olarak öğrenmesi daha kolay ve daha güçlüdür ve birden çok tablodan verilere erişmek için daha karmaşık sorgu sözdizimi gerektirir. NoSQL veritabanları, JSON (JavaScript Object Notation) gibi daha karmaşık veri yapıları veya grafik veritabanları veya verileri herhangi bir veri yapısında depolayabilen anahtar-değer depoları kullanan belge yönelimli olabilen ilişkisel olmayan veritabanlarıdır. NoSQL veritabanları, veri yapıları açısından daha esnek ve bunlarla çalışmak daha kolay olma eğilimindedir ve büyük ölçekli uygulamalar ve dağıtılmış sistemler için daha uygundur.;0.44795948
dbmdz/bert-base-turkish-cased;Aşağıdaki cümleyi mecazi dil veya gerçek dil olarak sınıflandırın: Kuş gibi uçtu.;Jim ve Jane parkta ne yapıyordu? Parkta yürüyorlardı.;0.68427134
dbmdz/bert-base-turkish-cased;Aşağıdaki İsim tamlamasını Sıfat tamlamasına çevirin.  Ev büyük.;Popüler PC oyunları arasında League of Legends, Fortnite, Overwatch, The Sims 4 ve Minecraft bulunur.;0.46513087
dbmdz/bert-base-turkish-cased;Bir sosyal medya platformunu adlandırın.;Geçen dönem finale kaldım.;0.58590925
dbmdz/bert-base-turkish-cased;Verilen metni hızlı bir şekilde analiz etmeniz ve içindeki tüm özel isimleri bulmanız gerekir. Fransa Cumhurbaşkanı Emmanuel Macron, Paris'teki protestocu kalabalığa seslenerek, onların şikayetlerine sempati duyduğunu ancak sorumluluk ve itidal ihtiyacını vurguladığını söyledi.;"ABD'de KIPP bir ""kamu-özel ortaklığı""dır.";0.57931167
dbmdz/bert-base-turkish-cased;Amerika Birleşik Devletleri'ndeki orijinal on üç eyaletten beşini adlandırın.;Her gün farkındalık pratiği yapıyorum.;0.5988416
dbmdz/bert-base-turkish-cased;Şu kelimeleri kullanarak 6 kelimelik bir şiir oluşturun: neşe, umut, güç, cesaret, aşk.;Buna inanamıyorum!;0.48301658
dbmdz/bert-base-turkish-cased;Bir iş teklifi kabul mektubu için bir e-posta konu satırı oluşturun.;Derin öğrenmenin amacı, karmaşık veri girişlerini işlemek ve doğru tahminler yapmak için beyinde bulunan ağlardan sonra modellenen güçlü yapay sinir ağları oluşturmaktır. Derin öğrenme, makinelerin verilerdeki kalıpları bulmasını ve bu verilere dayalı kararlar almasını sağlar. Görüntü tanımadan doğal dil işlemeye, sürücüsüz arabalara kadar çeşitli görevlerde kullanılabilir.;0.5311489
dbmdz/bert-base-turkish-cased;Bu makaleyi fikir yazısı, aylık rapor, ekonomik analiz olarak sınıflandırın.  Bu makale, son hükümet reformlarının ülkedeki ekonomik fırsatlarda nasıl bir artışa yol açabileceğini tartışıyor.;Herkes için protesto, eşitlik ve özerklikten yana durmalıyız. #GelecekSenin;0.5931283
dbmdz/bert-base-turkish-cased;"Şu kelimeleri kullanarak bir ""eğer-o zaman"" ifadesi örneği oluşturun: sağlıklı, kanıtla, ye.";Güneş şehir manzarasının üzerinde batıyor, aşağıdaki caddeye turuncu bir ton veriyordu. Uzakta, ufuk çizgisi yüksek binalarla ve ara sıra parıldayan reklam panolarıyla benek benek benekti. Rüzgâr hafif bir ıslık çalıyor, hoş kokulu çiçeklerin hafif bir kokusunu taşıyordu. Yaya kaldırımı hareketliydi, insanlar solmakta olan güneş ışığında bir ileri bir geri yürüyordu. Şehrin sesi arka planda huzur içinde uğuldadı, havaya yerleşen alçak bir gümbürtü.;0.4765104
dbmdz/bert-base-turkish-cased;Edilgen sesle üç cümle yazın.;Çevrimiçi alışveriş web sitemiz, her yerde alışveriş yapmak için en iyi yerdir! Rakipsiz fiyatlar ve rakipsiz rahatlık sunuyoruz. Çevrimiçi alışverişi bir kez denediğinizde, asla eski alışveriş yöntemine geri dönmek istemeyeceksiniz. Ürünlerimiz en yüksek kalitededir ve fiyatlarımız rakipsizdir. Aralarından seçim yapabileceğiniz geniş bir ürün yelpazesi ve hızlı teslimat sunuyoruz. Web sitemiz sürekli genişliyor ve büyüyor, bu nedenle aradığınız bir şeyi bulmak asla çok zor değil. Ayrıca sorularınızı yanıtlamak için 7/24 hizmet veren rakipsiz müşteri hizmetlerimiz var. Bugün bize katılmanızı ve zamandan, paradan ve enerjiden tasarruf etmeye başlamanızı çok isteriz. Bizimle alışveriş yapın ve bir daha asla mağaza içi alışverişe geri dönmek istemeyeceksiniz. Gelin ve bize göz atın ve bugün daha akıllı alışverişe başlayın!;0.35256585
dbmdz/bert-base-turkish-cased;"Aşağıdaki cümle metnini sınıflandırın: ""Hayat sürprizlerle doludur""";Zeytinyağını orta ateşte bir tavada ısıtmaya başlayın. Soğanları ekleyin ve hafif pembeleşinceye kadar soteleyin. Doğranmış domatesleri ve sarımsağı ekleyin, tuz ekleyin ve domatesler tamamen pişene kadar yaklaşık 5 dakika pişirin. Sıcak servis yapın.;0.43010646
dbmdz/bert-base-turkish-cased;Çöllerde bulunan bir yeryüzü şeklini tanımlayınız.;Yüzbaşı Ahab ve İsmail.;0.5640892
dbmdz/bert-base-turkish-cased;Bir pazarlama sloganı oluşturun;Çevrenin yok edilmesi, dünyayı çeşitli şekillerde etkileyen küresel bir sorundur. Fosil yakıtların yakılması, endüstriyel kirlilik, tarımsal faaliyetler, aşırı nüfus ve ormansızlaşma gibi çeşitli faktörlerden kaynaklanır. Tüm bu faaliyetler hava ve su kirliliğine, yaşam alanlarının yok olmasına ve doğal kaynakların yok olmasına katkıda bulunur. Çevresel yıkımın etkileri geniş kapsamlı ve uzun sürelidir. Hava kirliliği solunum yolu hastalıklarına neden olabilir, yaşam alanlarının yok edilmesi türlerin yok olmasına yol açabilir ve kaynakların yok edilmesi yiyecek ve su kıtlığına yol açabilir. Tüm bu etkilerin bir bütün olarak dünya üzerinde uzun vadeli ciddi etkileri vardır. Bu sorunun çözümü karmaşıktır ve birçok alanda değişiklik gerektirir. Fosil yakıtlara bağımlılığımızı azaltmalı, geri dönüşüm ve yeniden kullanımımızı artırmalı ve çevreyi kirleten tarımsal atık miktarını azaltmalıyız. Ek olarak, hükümetler çevrenin yok edilmesinden sorumlu olanları hedef alan yeni yasalar ve düzenlemeler oluşturmalıdır. Gezegenimizin gelecek nesiller için korunmasını sağlamak için hep birlikte çalışmalıyız.;0.39135325
dbmdz/bert-base-turkish-cased;Bir hatıra için bir başlık öner;Genç bir şövalye, krallığını güçlü bir kara büyücüden kurtarmak için bir göreve çıkar. Yol boyunca birçok garip yaratıkla ve yolculuğu sırasında güç ve cesaret sınavlarıyla karşılaşır. Sonunda büyücünün kalesine giden yolu bulur ve büyücünün hizmetindeki büyülü yaratıklar ve korkunç güçlerle savaşmak için zekasını ve yeteneklerini kullanması gerekir. Kötü büyücüyü yenebilecek ve krallığa barışı geri getirebilecek mi?;0.39536357
dbmdz/bert-base-turkish-cased;"Seçtiğiniz başlık ve temaları kullanarak 10 satırlık şiirsel bir çıktı oluşturun. Başlık: ""İçe Yolculuk"" Temalar: Yansıma, Yeniden Doğuş, Amaç";Bakımı kolay 10 bitki şunlardır: sulu meyveler, barış zambağı, yılan bitkisi, Boston eğreltiotu, kauçuk bitkisi, örümcek bitkisi, pothos, Çin yaprak dökmeyen, filodendron ve dracaena.;0.7062768
dbmdz/bert-base-turkish-cased;"Bu cümlede kullanılan mecazi dilin türünü tanımlayın: ""O kadar açtım ki bir atı bile yiyebilirim.""";COVID-19 salgını sırasında güvenlik önlemleri arasında yüz maskesi takmak, sabun ve suyla en az 20 saniye düzenli olarak el yıkamak, aynı evden olmayan kişilerle yakın temastan kaçınmak ve en az 1,8 metre fiziksel mesafe uygulamak yer alıyor. diğer insanlar Hastayken evde kalmak, sık dokunulan yüzeyleri düzenli olarak dezenfekte etmek ve mümkün olduğunca seyahati sınırlamak da önemlidir.;0.57277673
dbmdz/bert-base-turkish-cased;Partnerinize bir aşk mektubu yazın.;Harry Potter serisi, yazar JK Rowling tarafından yazılmıştır.;0.70751333
dbmdz/bert-base-turkish-cased;Web sitesi trafiğini artırmak için üç çevrimiçi pazarlama ipucunu listeleyin.;1. 2 yemek kaşığı zeytinyağını büyük bir tencerede orta ateşte ısıtın. 2. Soğanı ekleyin ve yumuşak ve hafifçe kızarana kadar yaklaşık 3 dakika pişirin. Sarımsak, jalapeno ve siyah fasulye ekleyin ve kokulu olana kadar yaklaşık 2 dakika pişirin. 3. Salça, et suyu ve baharatları ekleyin. Bir kaynamaya getirin, ısıyı en aza indirin ve 10 dakika pişirin. Sıcak servis yapın.;0.446924
dbmdz/bert-base-turkish-cased;Grimm Kardeşlerin klasik peri masalı Pamuk Prenses'in kısa bir özetini yazın.;Kalsiyum, Ca sembolü ve atom numarası olan kimyasal bir elementtir.;0.6521563
dbmdz/bert-base-turkish-cased;Bir osilatör nasıl çalışır?;İşte kirliliğin azaltılması için 5 neden: 1. Atmosferdeki kirleticiler ciddi sağlık sorunlarına neden olabilir. Hava kirliliği solunum yollarını tahriş ederek astıma ve diğer kronik solunum rahatsızlıklarına yol açabilir. Hava kirliliğine uzun süreli maruz kalma ayrıca kalp hastalığı, felç ve diğer ciddi hastalık riskinde artışla ilişkilendirilmiştir. 2. Kirlilik çevre için kötüdür. Fosil yakıtların yanması, küresel ısınmaya katkıda bulunan karbondioksiti serbest bırakır. Kirleticiler ayrıca mahsullerin, ormanların ve hatta göllerin ve akarsuların yok olmasına yol açabilen asit yağmurlarına neden olabilir. 3. Kirlilik, doğal su döngüsünü de bozabilir. Bazı durumlarda, kirleticiler nehirlere, göllere ve okyanuslara girerek kirli su konsantrasyonunda artışa yol açabilir. Bu, çevreye ve bu su kaynaklarına bağlı ekosistemlere zarar verebilir. 4. Kirlilik aynı zamanda hayvan ve bitki neslinin tükenmesine de yol açabilir. Kirleticiler, türlerin ölümüne neden olabileceği gibi, bitki ve hayvan popülasyonunda da azalmaya neden olabilir. 5. Kirliliğin önemli bir ekonomik etkisi vardır. Şirketler, kirliliğin neden olduğu zararı ödemek ve çevresel etkilerini azaltmak için para harcamak zorunda kalabilir. Kirlilik ayrıca ekin veriminin düşmesine ve halk sağlığı hizmetlerinin maliyetlerinin artmasına neden olabilir. Kirliliği azaltmak, uzun vadede paradan tasarruf etmenize yardımcı olabilir.;0.38144347
dbmdz/bert-base-turkish-cased;Aşağıdaki iki cümleyi tek bir cümlede birleştirin ve her iki bilgi noktasının da dahil edildiğinden emin olun.  Amazon, dijital pazarını 1994 yılında başlattı. Müşterilerin çevrimiçi olarak kolayca mal satın almalarına olanak tanıyan bir ortam yarattılar.;1. Bir rutin geliştirin ve ona bağlı kalın. 2. Farkındalık ve meditasyon yapın. 3. Düzenli egzersiz yapın. 4. Arkadaşlarınız ve ailenizle zaman geçirin. 5. Yeterince uyuyun.;0.82988507
dbmdz/bert-base-turkish-cased;Bir konuşmayı hızlı bir şekilde hatırlamak için iki numara önerin.;Talimatın takip edilmesi orta derecede kolaydır. Açık bir hedef sağlar, ancak herhangi bir parametre veya başka ayrıntı belirtmez. Yazar, blog gönderisine nelerin dahil edileceğine araştırmalı ve karar vermelidir.;0.61544687
dbmdz/bert-base-turkish-cased;Verilen kategoriden 5 öğe listeleyin.  meyve türleri;#ANewEraOfExplorationAndDiscovery;0.5161241
dbmdz/bert-base-turkish-cased;Bir metrik sistemin tanımı nedir?;Hem yağmur hem de güneş, bildiğimiz şekliyle yaşam için önemlidir. Yağmur, tüm canlılar için su sağlar ve bitkilerin büyümesine yardımcı olur. Güneş, bazı organizmalar için ışık, sıcaklık ve enerji sağlar ve insanlar için önemli bir D vitamini kaynağı görevi görür. Yağmur, sıcak günlerde havanın soğumasına yardımcı olur ve doğal bir güzellik kaynağı olurken, güneş ise insanların ruh halini yükseltme gücüne sahiptir ve yüzme, güneşlenme gibi aktivitelere olanak tanır. Sonuç olarak, hem yağmur hem de güneş, kendine özgü faydaları olan doğanın güçlü unsurlarıdır.;0.42781526
dbmdz/bert-base-turkish-cased;"Çıktı verilen bir GPT modelinin performansını değerlendirin.  GPT modelinin çıktısı: ""Model, yönergeleri %80 doğrulukla başarıyla tamamladı"" şeklindedir.";Çevrimiçi perakende sektöründe, mevcut trendlerden biri abonelik hizmetlerindeki artıştır. Abonelik hizmetleri, indirim alabilme ve düzenli gönderi alma kolaylığı nedeniyle hem işletmeler hem de tüketiciler için cazip hale geldi. İşletmeler açısından, bu hizmetler müşteri sadakatini artırmanın yanı sıra müşterilere öğeleri keşfetmeleri ve satın almaları için kolay bir yol sağladı. Tüketicinin bakış açısına göre, bu hizmetler, büyük bir satın alma taahhüdü olmaksızın farklı ürünleri keşfetmelerine olanak tanır. Ayrıca, birçok çevrimiçi perakendeci, hizmetlerine abone olmak için ücretsiz gönderim ve indirimli ürünler gibi teşvikler sunuyor.;0.55517447
dbmdz/bert-base-turkish-cased;Sıfır gün saldırısının ne olduğunu açıklamak için bir benzetme bulun.;1. Gülüşü rüzgarda hışırdayan bir yapraktı. 2. Sesi sağlam bir meşenin gücüne sahipti. 3. Gözleri hafif bir esintiyle savrulan iki düşmüş yaprak gibiydi.;0.5303066
dbmdz/bert-base-turkish-cased;Konuşma başlatıcı olarak kullanılabilecek 10 öğelik bir liste oluşturun.;Üç hurafe örneği: tuz dökmek uğursuzluk getirir, ayna kırmak yedi yıl uğursuzluk getirir ve kara kedi ile yolların kesişmesi talihsizlik getirir.;0.59441453
dbmdz/bert-base-turkish-cased;Beş farklı sporun bir listesini oluşturun;John ve arkadaşları bir cumartesi sabahı balık tutmaya karar verdiler. Oltalarını ve takım kutularını topladılar, atıştırmalıklar ve içeceklerle dolu soğutucularını kaptılar ve göle doğru yola koyuldular. Oraya vardıklarında, doğanın huzurlu manzaraları ve sesleri tarafından karşılandılar. Göl sabah güneşinde parlıyordu ve ağaçlarda kuşlar şarkı söylüyordu. John ve arkadaşları oltalarını kurup yemlerini hazırlamaya başladılar. Oltalarını suya atıp balığın ısırmasını beklediler. Birkaç dakika sonra misinalardan biri hareket etmeye başladı ve John onu hızla geri çekti. Küçük bir levrek yakalamış ve onu hemen suya geri bırakmıştı. Sabah ilerledikçe arkadaşlar balık tutmaya devam ettiler ve bir kısmını küçük bir öğle yemeği olarak sakladılar. Balık tutarken, huzurlu ortamın tadını çıkarırken konuşup güldüler. Sonunda bir gün aramaya karar verdiklerinde, teçhizatlarını temizlediler ve arabaya geri yüklediler. Arabayla uzaklaşırken, ne kadar eğlendikleri hakkında konuştular ve bir sonraki hafta sonu tekrar gelmeyi dört gözle beklediler. Hepsi gölde geçirdikleri zamanın tadını çıkarmışlardı ve biriktirdikleri anılara her zaman değer vereceklerdi.;0.4347256
dbmdz/bert-base-turkish-cased;Verilen kullanım durumu için yapay zekanın nasıl kullanılabileceğini açıklayın.  Müşteri desteği yanıt süremizi azaltmak istiyoruz.;Kedi bir bulut kadar yumuşaktı.;0.5577946
dbmdz/bert-base-turkish-cased;Bir kız ve evcil tek boynuzlu atı hakkında bir hikaye oluşturun.;Veri bilimcileri, verilerden içgörüler çıkarmak için istatistik, veri analitiği ve programlama bilgilerini kullanır. Eğilimleri belirlemek, tahmine dayalı modeller geliştirmek ve anlamlı içgörüler oluşturmak için büyük hacimli verileri toplamak, temizlemek, analiz etmek ve yorumlamaktan sorumludurlar. Veri bilimcileri, iş sorunlarına veri odaklı çözümler üretir ve analizlerine dayalı olarak bilinçli kararlar verir. Ayrıca veri odaklı uygulamalar geliştirmekten ve bunları üretime dağıtmaktan da sorumludurlar.;0.49249017
dbmdz/bert-base-turkish-cased;Kaldığınız otelin müşteri hizmetlerini 1'den 5'e kadar derecelendirin (1 en kötü, 5 en iyi).  Westwood Hotel'de kaldığım harikaydı. Personel dost canlısı ve yardımseverdi. Odalar her zaman temiz tutuldu. Ayrıca ücretsiz kahvaltı aldım.;Bir CRM sistemi kullanmanın ana faydaları arasında artan müşteri memnuniyeti, gelişmiş müşteri verileri ve içgörüleri, daha iyi karar verme becerileri, gelişmiş müşteri pazarlama ve satış etkinliği ve artan operasyon verimliliği yer alır. Artan müşteri memnuniyeti, müşteri ihtiyaçlarının anlaşılması, yeni satış ve pazarlama fırsatlarının belirlenmesi, daha iyi ve daha hızlı hizmet verilmesi ile sağlanmaktadır. İyileştirilmiş müşteri verileri ve içgörüler, müşteri etkileşimlerinin daha iyi anlaşılmasını sağlayabilir ve bu da iyileştirme ihtiyacı olan eğilimleri ve alanları belirlemek için kullanılabilir. Gelişmiş tahmine dayalı analitik ve müşteri davranışının anlaşılmasıyla daha iyi karar verme becerileri sağlanır. Geliştirilmiş müşteri pazarlama ve satış etkinliği, müşteriler hakkında daha alakalı bilgiler toplayarak, promosyonları daha etkin bir şekilde hedefleyerek ve potansiyel müşteri yönetimi süreçlerini optimize ederek elde edilir. Son olarak, tekrar eden görevleri otomatikleştirerek, manuel veri girişini azaltarak ve veri doğruluğunu sağlayarak ve süreçleri kolaylaştırarak operasyonların verimliliği artırılır.;0.5497824
dbmdz/bert-base-turkish-cased;Ev yapımı cips için bir tarif verin.;Beş saniyelik bir TV reklamı için en iyi strateji, reklamı yapılan ürün veya hizmeti hızlı bir şekilde tanıtmak ve ardından güçlü bir harekete geçirici mesaj sağlamaktır. İzleyicinin dikkatini çeken güçlü bir kanca ile başlayın ve ardından ürün veya hizmetin faydalarını hızlıca açıklayın. Kalıcı bir izlenim bırakan ve izleyicileri harekete geçmeye teşvik eden akılda kalıcı bir ifade veya sloganla bitirin.;0.45212498
dbmdz/bert-base-turkish-cased;Hikaye ile aynı duyguyu taşıyan bir şiir yazın.  Alice'in evi her zaman hayat ve kahkahalarla doluydu. Ailesinin sıcaklığıyla çevrili, evinde her zaman güvende ve emniyette hissediyordu.;Biyolojik evrim, dünyadaki yaşamın çeşitliliğini açıklayan bir süreçtir. Birden fazla nesil boyunca türlerin kalıtsal özelliklerinde kademeli değişimi içerir. Bu, mutasyon ve genetik rekombinasyon gibi doğal olarak meydana gelen genetik değişikliklerden kaynaklanır. Bu değişiklikler, türleri farklı ortamlarda hayatta kalmak ve üremek için donatan adaptasyonlarla sonuçlanabilir. Zamanla, bu adaptif değişiklikler gen havuzunda birikecek ve yeni türlerin ortaya çıkmasına neden olacaktır. Rekabet, avlanma ve çevresel koşullar gibi farklı evrimsel baskılar, türlerin soylarının farklılaşmasına neden olabilir. Türleşme böyle gerçekleşir. Son olarak, türler içinde farklı özelliklerin birikmesine katkıda bulunan bu süreçlerin ve zamanın birleşimi, dünyada biyoçeşitliliği yaratır.;0.5352169
dbmdz/bert-base-turkish-cased;Verilen haiku şiirini özetler. Yapraklar parlıyor Bir arı poleni alıp götürüyor Ne kadar tatlı;"[Kaplan veya fil gibi nesli tükenmekte olan bir hayvanın resmini içeren bir poster. Metinde ""Nesli Tükenmekte Olan Türler - Dünyamızı Kurtarmaya Yardım Edin"" yazılmalı ve arka planda belirli alanların üzerinde kırmızı bir X bulunan bir küre gösterilmelidir.]";0.53740525
dbmdz/bert-base-turkish-cased;Bu 0,84545'i yüzdeye dönüştürün.;Yeni başlayanlar için bir ev egzersiz programı, güç oluşturmaya ve hareketliliği artırmaya odaklanmalıdır. Her gün farklı bir kas grubuna odaklanılabilir ve evde yapılması kolay ve basit egzersizlerden oluşmalıdır. Dinlenme günleri vücudun toparlanmasına yardımcı olmak için yoğun günler arasında alınabilir. 1. Gün: Bacak Egzersizleri: Lunges, Squats, Donkey Kicks, Calf Raise 2. Gün: Core Egzersizleri: Plank, Crunches, Toe Touch, Oblique Twists 3. Gün: Kol Egzersizleri: Şınav, Tricep Sandalye Dips, Bicep Curls, Omuz Pres Günü 4: Kardiyo Egzersizleri: Yüksek Dizler, Jumping Jacks, Burpees, Bisiklet 5. Gün: Dinlenme 6. Gün: Bacak Egzersizleri: Lunges, Squat, Donkey Kicks, Calf Raise 7. Gün: Dinlenme;0.40739882
dbmdz/bert-base-turkish-cased;Alıcıyı e-postayı açmaya teşvik eden bir e-posta konu satırı oluşturun.;Kırtasiye: Kalem, Kalem Elektronik cihazlar: Dizüstü bilgisayar;0.55371803
dbmdz/bert-base-turkish-cased;"x 5 ve y 3 olduğunda ""3x + 2y"" ifadesini değerlendirin";Anlatıdan çıkarılacak en önemli ders, çok çalışmanın karşılığını aldığı ve çabaya değer olduğudur. Küçük Kırmızı Tavuk, azim ve bağlılığın, başkaları yardım etmeye istekli olmadığında bile başarıya götürebileceğini gösteriyor.;0.5763068
dbmdz/bert-base-turkish-cased;Cümledeki bir sonraki kelimenin ne olması gerektiğini tahmin edin.  Dünyanın en büyüklerinden biri olan bu güve, kanat genişliğine sahiptir.;Enerjinin korunumu yasası ile ilgili aşağıdaki ifadelerden hangisi doğrudur? C: Enerji ne yaratılabilir ne de yok edilebilir. B: Enerji yaratılabilir veya yok edilebilir. C: Enerji sadece yaratılır. D: Enerji sadece yok edilir.;0.61896867
dbmdz/bert-base-turkish-cased;İki kişi arasındaki bir anlaşmazlığı yönetmek için en iyi yaklaşımı tanımlayın.;Video Oyunları, Filmler, Kitaplar;0.5395089
dbmdz/bert-base-turkish-cased;Verilen örnekle ilgili bir haiku oluşturun  Okyanus;İklim değişikliğinin neden olduğu iki sorun şunlardır: 1. yükselen deniz seviyeleri 2. sel, kasırga ve kuraklık gibi aşırı hava olayları.;0.5369086
dbmdz/bert-base-turkish-cased;a, b ve x değişkenleri verildiğinde sonucu 8 olan bir matematiksel ifade yazın.;Sosyal medyanın gücünden yararlanan etkili bir pazarlama kampanyası, şirket veya ürün için bir hashtag oluşturmayı ve insanları bu konuda gönderi paylaşmaya ve birden çok sosyal medya platformunda onunla etkileşime geçmeye teşvik etmeyi içerebilir. Kampanya, hashtag'i paylaşan ve kullanan kişilere ürünün hediye edilmesini de içerebilir. Bu, kampanyanın erişimini genişletmeye ve markayla etkileşimi artırmaya yardımcı olacaktır. Ek olarak, ürün veya hizmetleri tanıtmak için etkileyici kişilerden ve ünlülerden yararlanarak etkileşimi ve erişimi en üst düzeye çıkarmaya yardımcı olacaktır.;0.4318327
dbmdz/bert-base-turkish-cased;8+5'in toplamını hesapla;Bir sonraki ABD başkanlık seçiminin galibini tahmin etmek için henüz çok erken, seçimlerin yapılmasına daha birkaç ay var.;0.53052807
dbmdz/bert-base-turkish-cased;Bir yaz gününü tanımlamak için 5 uygun kelimeden oluşan bir grup oluşturun.;İngiliz İngilizcesi ve Amerikan İngilizcesi yazım, telaffuz, kelime dağarcığı ve gramer açısından farklılık gösterir. Yazım açısından İngiliz İngilizcesi, renk ve analiz gibi Amerikan İngilizcesindeki karşılıklarından farklı hecelenen birkaç kelimeye sahiptir. Telaffuz açısından İngiliz İngilizcesi ile Amerikan İngilizcesi arasında 'movie' ve 'tomato'nun telaffuzu gibi çeşitli farklılıklar vardır. İngiliz İngilizcesinde ayrıca kimyager ve asansör gibi Amerikan İngilizcesinde kullanılmayan birkaç farklı kelime vardır. Son olarak, şimdiki mükemmel zamanın oluşumu veya farklı giyim eşyalarını tanımlamak için kullanılan kelime dağarcığı gibi, iki İngilizce türü arasındaki dilbilgisi de farklılık gösterir.;0.48621622
dbmdz/bert-base-turkish-cased;Verilen kuşa isim verin.  bir baykuş fotoğrafı;Dünya Sallanıyor: İklim Krizinin Dünyamızı Nasıl Etkilediğine Bir Bakış.;0.5365726
dbmdz/bert-base-turkish-cased;Evcil hayvanlarda yaşlanma karşıtı ilaçlarla ilgili bir dergi makalesi için başlıklar oluşturun.;1. Eylem planına karar vermeden önce birden fazla potansiyel sonucu nasıl değerlendiriyorsunuz? 2. Bir kararı değerlendirirken hangi bilgileri dikkate alırsınız? 3. Karar verme sürecinizi yeni bilgilere dayanarak nasıl güncellersiniz?;0.65446997
dbmdz/bert-base-turkish-cased;Veri gizliliği haklarına iki örnek veriniz;Verilerin yedeklenmesi ve kurtarılmasına yönelik bazı basit ipuçları, tüm önemli verilerin düzenli olarak yedeklenmesini, yedeklerin birden çok yerde tutulmasını, hassas verilerin şifrelenmesini, yedeklere erişimin sınırlandırılmasını ve yedeklerin düzenli olarak doğrulanmasını içerir. Acil bir durumda verilerin hızlı bir şekilde geri yüklenebilmesini sağlamak için güvenilir bir kurtarma sistemine sahip olmak da önemlidir. Ek olarak, bir felaket durumunda minimum kesinti sağlamak için bulut hizmetleri gibi otomatik bir yedekleme sistemine sahip olmak önemlidir.;0.45790294
dbmdz/bert-base-turkish-cased;Ay'ın Dünya üzerindeki yerçekimi etkisi nedir?;Profesyonellik - Heveslilik - Empati;0.6524266
dbmdz/bert-base-turkish-cased;Sodyum Suya eklendiğinde meydana gelen kimyasal reaksiyonu açıklayın;Kod parçacığındaki en büyük kusur, add_numbers işlevinin iki bağımsız değişken gerektirmesi, ancak işlev çağrıldığında yalnızca bir bağımsız değişken sağlanmasıdır. Bu, çalışma zamanı hatasına neden olur.;0.54969144
dbmdz/bert-base-turkish-cased;Aşağıdaki anahtar kelimeye dayalı olarak 10 satırlık bir şiir oluşturun: çocukluk.;"Bu dolum istasyonu, mağazaya hızlı ve kolay bir şekilde ulaşmanıza yardımcı olmak için tasarlanmıştır. Benzin ve dizel için ayrı yakıt ikmali sağlayan, her biri kendi nozulu ile donatılmış iki pompası vardır. İstasyondaki parlak ışıklar, ""Doldurun!"" yazan büyük bir tabela ile kolay görüş sağlar. Geniş giriş ve geniş park yeri, içeri ve dışarı kolay geçiş sağlar, böylece doldurma işleminizin hızlı ve verimli bir şekilde yapılabileceğinden emin olabilirsiniz.";0.48121253
dbmdz/bert-base-turkish-cased;Inception filmini özetleyen kısa bir paragraf oluşturun.;Üç Engelli Hakları Yasası, Engelli Amerikalılar Yasası (ADA), Rehabilitasyon Yasası'nın 504. Bölümü ve Engelli Bireyler Eğitim Yasası'dır (IDEA).;0.5942777
dbmdz/bert-base-turkish-cased;'X'in güzelliğini anlatan bir şiir yazın.  X: Bir göl;Aşağıdakilerden hangisi Amerikan siyasal sisteminin ilkelerinden biri değildir? A. Kontroller ve dengeler B. Yasama üstünlüğü C. Halk egemenliği D. Kanun önünde eşit koruma;0.47348183
dbmdz/bert-base-turkish-cased;"Aşağıdaki cümleyi daha kısa ve öz olacak şekilde düzenleyin: ""Muhasebe departmanı için oluşturulan iç projelerin çoğu, çalışanların fiili çalışma saatlerinde tamamlanır""";Aksiyon;0.45881268
